google_name,google_latitude,google_longitude,google_maps_url,google_address,google_place_id,google_cid
Trạm thu phí An Sương - An Lạc,10.794983,106.596632,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+An+S%C6%B0%C6%A1ng+-+An+L%E1%BA%A1c/data=!4m7!3m6!1s0x31752b882c626f87:0xc3fe29f53512493a!8m2!3d10.7949827!4d106.5966321!16s%2Fg%2F11gbh_x9_3!19sChIJh29iLIgrdTEROkkSNfUp_sM?authuser=0&hl=vi&rclk=1,"QHVV+VC8 Trạm thu phí An Sương - An Lạc, Trạm thu phí An Sương-An Lạc, 562 QL1A, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",ChIJh29iLIgrdTEROkkSNfUp_sM,14122771614614571322
Trạm Thu phí Ngã tư Gò Mây,10.816613,106.601444,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ng%C3%A3+t%C6%B0+G%C3%B2+M%C3%A2y/data=!4m7!3m6!1s0x31752b000c32be51:0x9a1fd70ab25f4d6a!8m2!3d10.8166128!4d106.6014436!16s%2Fg%2F11vwqrfnv3!19sChIJUb4yDAArdTERak1fsgrXH5o?authuser=0&hl=vi&rclk=1,"215 QL1A, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",ChIJUb4yDAArdTERak1fsgrXH5o,11105831647061167466
Trạm Thu phí Ngã tư Gò Mây,10.817412,106.601191,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ng%C3%A3+t%C6%B0+G%C3%B2+M%C3%A2y/data=!4m7!3m6!1s0x31752b003c95091f:0xf14e36b866db46a7!8m2!3d10.8174117!4d106.6011914!16s%2Fg%2F11x0r14skg!19sChIJHwmVPAArdTERp0bbZrg2TvE?authuser=0&hl=vi&rclk=1,"178 QL1, Bình Tân, Hồ Chí Minh, Việt Nam",ChIJHwmVPAArdTERp0bbZrg2TvE,17387895376951592615
Trạm Thu phí Đường số 7,10.825010,106.602115,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+7/data=!4m7!3m6!1s0x31752b001437d47d:0x765cdbbad82d57f6!8m2!3d10.8250095!4d106.6021153!16s%2Fg%2F11m5s0v85v!19sChIJfdQ3FAArdTER9lct2LrbXHY?authuser=0&hl=vi&rclk=1,"RJG2+2R5 Trạm Thu phí Đường số 7, Đ. Số 7, Bình Tân, Hồ Chí Minh, Việt Nam",ChIJfdQ3FAArdTER9lct2LrbXHY,8528933389870127094
Trạm Thu phí Đường M1,10.824753,106.603516,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C6%B0%E1%BB%9Dng+M1/data=!4m7!3m6!1s0x31752b001917c3fd:0x116ca1841e76b873!8m2!3d10.8247529!4d106.6035165!16s%2Fg%2F11y3tx4lq9!19sChIJ_cMXGQArdTERc7h2HoShbBE?authuser=0&hl=vi&rclk=1,"43 Đ. M1, Bình Hưng Hòa, Hồ Chí Minh, Việt Nam",ChIJ_cMXGQArdTERc7h2HoShbBE,1255555984948377715
Trạm thu phí,10.812509,106.664178,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD/data=!4m7!3m6!1s0x3175293d53e882af:0xb4f04674702e943b!8m2!3d10.8125093!4d106.6641784!16s%2Fg%2F12hkg4cjb!19sChIJr4LoUz0pdTERO5QucHRG8LQ?authuser=0&hl=vi&rclk=1,"Tân Sơn Hòa, Hồ Chí Minh, Việt Nam",ChIJr4LoUz0pdTERO5QucHRG8LQ,13037998387149837371
Trạm thu phí,10.813545,106.664797,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD/data=!4m7!3m6!1s0x31752918034e9b2d:0xa0f9f35035b3a2ae!8m2!3d10.8135451!4d106.664797!16s%2Fg%2F12hktwr5g!19sChIJLZtOAxgpdTERrqKzNVDz-aA?authuser=0&hl=vi&rclk=1,"60 Trường Sơn, Tân Sơn Hòa, Hồ Chí Minh, Việt Nam",ChIJLZtOAxgpdTERrqKzNVDz-aA,11599569841093321390
Trạm thu phí số 03,10.660289,106.654482,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+s%E1%BB%91+03/data=!4m7!3m6!1s0x3175310021c28bf1:0x5cbb532bc62ed6ca!8m2!3d10.6602893!4d106.6544822!16s%2Fg%2F11xzmlk13q!19sChIJ8YvCIQAxdTERytYuxitTu1w?authuser=0&hl=vi&rclk=1,"C15 Hẻm B2, Hưng Long, Hồ Chí Minh, Việt Nam",ChIJ8YvCIQAxdTERytYuxitTu1w,6682025919607920330
Trạm thu phí 4,10.660946,106.723442,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+4/data=!4m7!3m6!1s0x317531001a86f3b1:0x71845aeb262bf04a!8m2!3d10.660946!4d106.7234417!16s%2Fg%2F11ynw17_ml!19sChIJsfOGGgAxdTERSvArJutahHE?authuser=0&hl=vi&rclk=1,"155 Đ. Nguyễn Văn Tạo, Ấp 3, Hiệp Phước, Hồ Chí Minh, Việt Nam",ChIJsfOGGgAxdTERSvArJutahHE,8179762789215891530
Trạm thu phí Bình Chánh,10.661281,106.559140,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+B%C3%ACnh+Ch%C3%A1nh/data=!4m7!3m6!1s0x3175330045ecc6bd:0x902db509aed81c39!8m2!3d10.6612814!4d106.5591397!16s%2Fg%2F11nj2xbwzd!19sChIJvcbsRQAzdTERORzYrgm1LZA?authuser=0&hl=vi&rclk=1,"B19/31A Ấp 2, Bình Chánh, Hồ Chí Minh, Việt Nam",ChIJvcbsRQAzdTERORzYrgm1LZA,10389158968606334009
Trạm Thu phí Mỹ Yên,10.669806,106.549196,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+M%E1%BB%B9+Y%C3%AAn/data=!4m7!3m6!1s0x31753300549dd793:0x39218bd58fdb6fd7!8m2!3d10.6698065!4d106.5491958!16s%2Fg%2F11vx68tvjx!19sChIJk9edVAAzdTER12_bj9WLITk?authuser=0&hl=vi&rclk=1,"MG9X+WM Trạm Thu phí Mỹ Yên, Mỹ Yên, Tây Ninh, Việt Nam",ChIJk9edVAAzdTER12_bj9WLITk,4116725283751161815
Trạm Thu phí Chợ Đệm,10.681610,106.557509,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ch%E1%BB%A3+%C4%90%E1%BB%87m/data=!4m7!3m6!1s0x317532c210b8871d:0x1dcab553f11918bb!8m2!3d10.6816099!4d106.5575095!16s%2Fg%2F11csb0s9mc!19sChIJHYe4EMIydTERuxgZ8VO1yh0?authuser=0&hl=vi&rclk=1,"MHJ5+J2R Trạm Thu phí Chợ Đệm, Tân Nhựt, Hồ Chí Minh, Việt Nam",ChIJHYe4EMIydTERuxgZ8VO1yh0,2146727544527329467
Trạm Thu phí Bến Lức,10.656005,106.473537,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%BFn+L%E1%BB%A9c/data=!4m7!3m6!1s0x310acc44f1408137:0x25a2bd0beb48c647!8m2!3d10.6560048!4d106.4735373!16s%2Fg%2F11cmfdvktc!19sChIJN4FA8UTMCjERR8ZI6wu9oiU?authuser=0&hl=vi&rclk=1,"Trạm thu phí, Bến Lức, Tây Ninh, Việt Nam",ChIJN4FA8UTMCjERR8ZI6wu9oiU,2711937784520164935
Trạm Thu phí Bến Lức,10.666701,106.457972,https://www.google.com/maps/place/Tra%CC%A3m+Thu+ph%C3%AD+B%E1%BA%BFn+L%E1%BB%A9c/data=!4m7!3m6!1s0x310acdd56f7eb9db:0xf86d164a9b543b1!8m2!3d10.6667011!4d106.4579725!16s%2Fg%2F11g0m36nzj!19sChIJ27l-b9XNCjERsUO1qWTRhg8?authuser=0&hl=vi&rclk=1,"MF85+M5Q Trạm Thu phí Bến Lức, ĐT824, Bến Lức, Tây Ninh, Việt Nam",ChIJ27l-b9XNCjERsUO1qWTRhg8,1118811787722310577
Trạm Thu phí Đức Hoà,10.777530,106.439493,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BB%A9c+Ho%C3%A0/data=!4m7!3m6!1s0x310ad1c84f4b2801:0x3eff6385689e3e84!8m2!3d10.7775302!4d106.4394929!16s%2Fg%2F11f76_4lfv!19sChIJAShLT8jRCjERhD6eaIVj_z4?authuser=0&hl=vi&rclk=1,"QCGQ+4M7 Trạm Thu phí Đức Hoà, ĐT830, Ấp 4, Đức Hòa, Tây Ninh, Việt Nam",ChIJAShLT8jRCjERhD6eaIVj_z4,4539456374049750660
Trạm thu phí Tân An,10.547452,106.372365,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+phi%CC%81+T%C3%A2n+An/data=!4m7!3m6!1s0x310ac8205bbaaaab:0x971f1346946cc866!8m2!3d10.5474518!4d106.3723648!16s%2Fg%2F11ddzcfpg8!19sChIJq6q6WyDICjERZshslEYTH5c?authuser=0&hl=vi&rclk=1,"G9WC+XWQ Trạm thu phí Tân An, Khánh Hậu, Tây Ninh, Việt Nam",ChIJq6q6WyDICjERZshslEYTH5c,10889443617863944294
Trạm thu phí Thân Cửu Nghĩa,10.431061,106.315549,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Th%C3%A2n+C%E1%BB%ADu+Ngh%C4%A9a/data=!4m7!3m6!1s0x310abb00187a7501:0xb4370397affa4843!8m2!3d10.4310606!4d106.3155488!16s%2Fg%2F11ytk863p5!19sChIJAXV6GAC7CjERQ0j6r5cDN7Q?authuser=0&hl=vi&rclk=1,"C8J8+C6F Trạm thu phí Thân Cửu Nghĩa, Đường Cao Tốc TPHCM - Trung Lương, Long Hưng, Đồng Tháp, Việt Nam",ChIJAXV6GAC7CjERQ0j6r5cDN7Q,12985852000573474883
Trạm Thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra,10.435296,106.295124,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C3%A2n+C%E1%BB%ADu+Ngh%C4%A9a+-+Ch%E1%BB%91t+CA+ki%E1%BB%83m+tra/data=!4m7!3m6!1s0x310abb003cfd4b29:0xfda04f942d61e270!8m2!3d10.4352965!4d106.295124!16s%2Fg%2F11w9rh5l3m!19sChIJKUv9PAC7CjERcOJhLZRPoP0?authuser=0&hl=vi&rclk=1,"C7PW+429 Trạm Thu phí Thân Cửu Nghĩa - Chốt CA kiểm tra, Long Hưng, Đồng Tháp 84000, Việt Nam",ChIJKUv9PAC7CjERcOJhLZRPoP0,18275694785704616560
Trạm Thu phí Cầu Rạch Miễu,10.314707,106.348376,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+R%E1%BA%A1ch+Mi%E1%BB%85u/data=!4m7!3m6!1s0x310aaf6246456bb5:0xd90563e44e30b839!8m2!3d10.3147072!4d106.3483764!16s%2Fg%2F12lsmn4x4!19sChIJtWtFRmKvCjERObgwTuRjBdk?authuser=0&hl=vi&rclk=1,"QL60, Phú Túc, Vĩnh Long, Việt Nam",ChIJtWtFRmKvCjERObgwTuRjBdk,15638015113329424441
Trạm Thu phí Cai Lậy,10.412132,106.164817,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cai+L%E1%BA%ADy/data=!4m7!3m6!1s0x310abd845003d609:0x96fb200ae2be1bd7!8m2!3d10.412132!4d106.1648171!16s%2Fg%2F11t5pvr8_r!19sChIJCdYDUIS9CjER1xu-4gog-5Y?authuser=0&hl=vi&rclk=1,"Tân Phú, Đồng Tháp, Việt Nam",ChIJCdYDUIS9CjER1xu-4gog-5Y,10879324555969436631
Trạm thu phí tuyến tránh TX Cai Lậy,10.393306,106.143552,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+tuy%E1%BA%BFn+tr%C3%A1nh+TX+Cai+L%E1%BA%ADy/data=!4m7!3m6!1s0x310a9745e895c9b7:0x9107f9de80fd217b!8m2!3d10.3933064!4d106.1435517!16s%2Fg%2F11sr6kszy0!19sChIJt8mV6EWXCjEReyH9gN75B5E?authuser=0&hl=vi&rclk=1,"94VV+8CF Trạm thu phí tuyến tránh TX Cai Lậy, Đ. Tránh TX Cai Lậy, Cai Lậy, Đồng Tháp, Việt Nam",ChIJt8mV6EWXCjEReyH9gN75B5E,10450596194378654075
Trạm Thu phí Cai Lậy,10.410112,106.060544,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cai+L%E1%BA%ADy/data=!4m7!3m6!1s0x310a90ca7c470ed9:0x319f12b56fc96bc!8m2!3d10.4101123!4d106.0605441!16s%2Fg%2F11fy4htjk8!19sChIJ2Q5HfMqQCjERvJb8VivxGQM?authuser=0&hl=vi&rclk=1,"C366+26V Trạm Thu phí Cai Lậy, Bình Phú, Đồng Tháp, Việt Nam",ChIJ2Q5HfMqQCjERvJb8VivxGQM,223474824976832188
Trạm Thu phí Cái Bè,10.406874,106.032019,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%C3%A1i+B%C3%A8/data=!4m7!3m6!1s0x310a9100560536b9:0x8a3a73450cb3e840!8m2!3d10.4068739!4d106.0320194!16s%2Fg%2F11y41q8l8p!19sChIJuTYFVgCRCjERQOizDEVzOoo?authuser=0&hl=vi&rclk=1,"C24J+PRR Trạm Thu phí Cái Bè, Hội Cư, Đồng Tháp, Việt Nam",ChIJuTYFVgCRCjERQOizDEVzOoo,9960400266286327872
Trạm Thu phí Km98+320,10.335235,105.896793,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km98%2B320/data=!4m7!3m6!1s0x310a850020471f2f:0x6ba4c9fab3d94195!8m2!3d10.3352349!4d105.896793!16s%2Fg%2F11y2ty8wx0!19sChIJLx9HIACFCjERlUHZs_rJpGs?authuser=0&hl=vi&rclk=1,"8VMW+M43 Trạm Thu phí Km98+320, Cầu, Bầu Giai 1, Thanh Hưng, Đồng Tháp, Việt Nam",ChIJLx9HIACFCjERlUHZs_rJpGs,7756546536835203477
Trạm Thu phí An Thái Trung,10.317215,105.885382,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+An+Th%C3%A1i+Trung+%28+c%E1%BB%A5c+v%C3%A0ng+%C4%91%E1%BB%A9ng+24%2F24%29/data=!4m7!3m6!1s0x310a858a589777cf:0xc75ec9487e799422!8m2!3d10.3172145!4d105.8853816!16s%2Fg%2F11vzf3ycpk!19sChIJz3eXWIqFCjERIpR5fkjJXsc?authuser=0&hl=vi&rclk=1,"8V8P+95Q Trạm Thu phí An Thái Trung ( cục vàng đứng 24/24), Thanh Hưng, Đồng Tháp, Việt Nam",ChIJz3eXWIqFCjERIpR5fkjJXsc,14366141174555186210
Trạm Thu phí Cao Tốc Trung Lương - Mỹ Thuận,10.317545,105.880116,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cao+T%E1%BB%91c+Trung+L%C6%B0%C6%A1ng+-+M%E1%BB%B9+Thu%E1%BA%ADn/data=!4m7!3m6!1s0x310a85de63ba9bdb:0x8d4e8510e00683ae!8m2!3d10.3175446!4d105.8801164!16s%2Fg%2F11rncst8dm!19sChIJ25u6Y96FCjERroMG4BCFTo0?authuser=0&hl=vi&rclk=1,"8V9J+62 Trạm Thu phí Cao Tốc Trung Lương - Mỹ Thuận, Thanh Hưng, Đồng Tháp, Việt Nam",ChIJ25u6Y96FCjERroMG4BCFTo0,10182222115055764398
Trạm thu phí cầu Nguyễn Huệ,10.266400,105.874324,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+c%E1%BA%A7u+Nguy%E1%BB%85n+Hu%E1%BB%87/data=!4m7!3m6!1s0x310a81007dfeb3ad:0xabf22260b095ad48!8m2!3d10.2663996!4d105.8743241!16s%2Fg%2F11xvqhfnl4!19sChIJrbP-fQCBCjERSK2VsGAi8qs?authuser=0&hl=vi&rclk=1,"7V8F+HP4 Trạm thu phí cầu Nguyễn Huệ, Phú Hựu, Đồng Tháp, Việt Nam",ChIJrbP-fQCBCjERSK2VsGAi8qs,12390003323524459848
Trạm thu phí cầu Thanh Mỹ,10.408434,105.859615,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+c%E1%BA%A7u+Thanh+M%E1%BB%B9/data=!4m7!3m6!1s0x310a89001a315b9b:0x35fc7ac961104c90!8m2!3d10.4084338!4d105.8596146!16s%2Fg%2F11z0_s2n0r!19sChIJm1sxGgCJCjERkEwQYcl6_DU?authuser=0&hl=vi&rclk=1,"Cầu Thanh Mỹ - Mỹ Lợi B, Thanh Mỹ, Đồng Tháp, Việt Nam",ChIJm1sxGgCJCjERkEwQYcl6_DU,3890119183476739216
Trạm thu phí phà ô môn 1,10.153114,105.662920,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+ph%C3%A0+%C3%B4+m%C3%B4n+1/data=!4m7!3m6!1s0x31a0830007c994f5:0x73f1515890397a5b!8m2!3d10.153114!4d105.66292!16s%2Fg%2F11lmk87x04!19sChIJ9ZTJBwCDoDERW3o5kFhR8XM?authuser=0&hl=vi&rclk=1,"5M26+XRW Trạm thu phí phà ô môn 1, Phong Hòa, Đồng Tháp, Việt Nam",ChIJ9ZTJBwCDoDERW3o5kFhR8XM,8354548224567638619
Trạm thu phí phà Ô Môn 2,10.149102,105.653703,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+ph%C3%A0+%C3%94+M%C3%B4n+2/data=!4m7!3m6!1s0x31a08300017be1d7:0xdd82823c1c078c00!8m2!3d10.1491017!4d105.6537031!16s%2Fg%2F11whh62s9x!19sChIJ1-F7AQCDoDERAIwHHDyCgt0?authuser=0&hl=vi&rclk=1,"4MX3+F9F Trạm thu phí phà Ô Môn 2, Ô Môn, Cần Thơ, Việt Nam",ChIJ1-F7AQCDoDERAIwHHDyCgt0,15961463224034364416
Trạm Thu phí Ô Môn,10.111717,105.648978,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C3%94+M%C3%B4n/data=!4m7!3m6!1s0x31a084511a24338b:0x8f7ac6a951b07597!8m2!3d10.1117168!4d105.6489778!16s%2Fg%2F11fz038bjp!19sChIJizMkGlGEoDERl3WwUanGeo8?authuser=0&hl=vi&rclk=1,"Phước Thới, Cần Thơ, Việt Nam",ChIJizMkGlGEoDERl3WwUanGeo8,10338794325104686487
Trạm Thu phí Cần Thơ - Phụng Hiệp,9.972868,105.740430,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7n+Th%C6%A1+-+Ph%E1%BB%A5ng+Hi%E1%BB%87p/data=!4m7!3m6!1s0x31a089d108f418a7:0xa857b8801fb1de71!8m2!3d9.9728676!4d105.7404303!16s%2Fg%2F11gzngmf37!19sChIJpxj0CNGJoDERcd6xH4C4V6g?authuser=0&hl=vi&rclk=1,"119 QL1, Cái Răng, Cần Thơ, Việt Nam",ChIJpxj0CNGJoDERcd6xH4C4V6g,12130366981772795505
Trạm thu phí Cầu dân sinh Đông Phước,9.895083,105.812250,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD/data=!4m7!3m6!1s0x31a0610029e30c3f:0x5baea1fba96a2f27!8m2!3d9.8950833!4d105.8122498!16s%2Fg%2F11z072dkdj!19sChIJPwzjKQBhoDERJy9qqfuhrls?authuser=0&hl=vi&rclk=1,"VRW6+2V Trạm thu phí, Phú Hữu, Cần Thơ, Việt Nam",ChIJPwzjKQBhoDERJy9qqfuhrls,6606395805650267943
Trạm Thu phí Cầu Phú Hữu,9.924263,105.854045,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Ph%C3%BA+H%E1%BB%AFu/data=!4m7!3m6!1s0x31a0614986ec8971:0xac8551275fd1b990!8m2!3d9.9242626!4d105.8540449!16s%2Fg%2F11gh_2vjx7!19sChIJcYnshklhoDERkLnRXydRhaw?authuser=0&hl=vi&rclk=1,"WVF3+PJ3 Trạm Thu phí Cầu Phú Hữu, Unnamed, Road, Phú Hữu, Cần Thơ, Việt Nam",ChIJcYnshklhoDERkLnRXydRhaw,12431431575979276688
Trạm Thu phí An Hiệp,9.659626,105.931282,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+An+Hi%E1%BB%87p/data=!4m7!3m6!1s0x31a051ad371bd7e9:0x703b5ac78f1e479e!8m2!3d9.6596264!4d105.9312819!16s%2Fg%2F11c208q_qg!19sChIJ6dcbN61RoDERnkcej8daO3A?authuser=0&hl=vi&rclk=1,"MW5J+VG3 Trạm Thu phí An Hiệp, An Ninh, Cần Thơ, Việt Nam",ChIJ6dcbN61RoDERnkcej8daO3A,8087157369019975582
Trạm Thu phí Bạc Liêu,9.374352,105.712277,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%E1%BA%A1c+Li%C3%AAu/data=!4m7!3m6!1s0x31a10618864342cf:0xdba2f305ec5244bb!8m2!3d9.3743521!4d105.7122771!16s%2Fg%2F11c6rfwy2c!19sChIJz0JDhhgGoTERu0RS7AXzots?authuser=0&hl=vi&rclk=1,"9PF6+PWR Trạm Thu phí Bạc Liêu, Vĩnh Lợi, Cà Mau, Việt Nam",ChIJz0JDhhgGoTERu0RS7AXzots,15826479247298544827
Trạm Thu phí Sân bay Cà Mau,9.175154,105.175839,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+C%C3%A0+Mau/data=!4m7!3m6!1s0x31a1490002684a2b:0x3c53f4bcfee5ff82!8m2!3d9.1751543!4d105.1758388!16s%2Fg%2F11x0wwvc1k!19sChIJK0poAgBJoTERgv_l_rz0Uzw?authuser=0&hl=vi&rclk=1,"55GG+388 Trạm Thu phí Sân bay Cà Mau, Tân Thành, Cà Mau, Việt Nam",ChIJK0poAgBJoTERgv_l_rz0Uzw,4347087157910175618
Trạm Thu phí BOT Cầu Hoà Trung,9.094715,105.153419,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+BOT+C%E1%BA%A7u+Ho%C3%A0+Trung/data=!4m7!3m6!1s0x31a14ef4173edc93:0xf8edfc09eea067ff!8m2!3d9.0947149!4d105.1534192!16s%2Fg%2F11ggsgkbb_!19sChIJk9w-F_ROoTER_2eg7gn87fg?authuser=0&hl=vi&rclk=1,"35W3+889 Trạm Thu phí BOT Cầu Hoà Trung, Cầu Hòa Trung, Lương Thế Trân, Cà Mau, Việt Nam",ChIJk9w-F_ROoTER_2eg7gn87fg,17937270010474948607
Trạm Thu phí BOT Cầu Chà Là,8.954324,105.101025,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+BOT+C%E1%BA%A7u+Ch%C3%A0+L%C3%A0/data=!4m7!3m6!1s0x31a1557e1a617319:0xe12471ae7cfbbe7a!8m2!3d8.9543241!4d105.1010252!16s%2Fg%2F11f8kd0pw6!19sChIJGXNhGn5VoTERer77fK5xJOE?authuser=0&hl=vi&rclk=1,"X432+PCC Trạm Thu phí BOT Cầu Chà Là, Tân Duyệt, Tân Hưng, Cà Mau, Việt Nam",ChIJGXNhGn5VoTERer77fK5xJOE,16223216751930490490
Trạm Thu phí Cầu Trần Văn Thời,9.069026,104.967868,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Tr%E1%BA%A7n+V%C4%83n+Th%E1%BB%9Di/data=!4m7!3m6!1s0x31a6b31d6841f8d3:0xaff435e5247035e0!8m2!3d9.0690264!4d104.967868!16s%2Fg%2F11gk523bc5!19sChIJ0_hBaB2zpjER4DVwJOU19K8?authuser=0&hl=vi&rclk=1,"3X99+J49 Trạm Thu phí Cầu Trần Văn Thời, Cầu, Trần Văn Thời, Cà Mau, Việt Nam",ChIJ0_hBaB2zpjER4DVwJOU19K8,12678818109229905376
Trạm Thu phí Cầu Qua Sông Cái Tàu,9.314628,105.017323,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+Qua+S%C3%B4ng+C%C3%A1i+T%C3%A0u/data=!4m7!3m6!1s0x31a6cd587fab25d9:0x900dc9ef4959deee!8m2!3d9.3146279!4d105.0173228!16s%2Fg%2F11fm_ksf8z!19sChIJ2SWrf1jNpjER7t5ZSe_JDZA?authuser=0&hl=vi&rclk=1,"8278+VW4 Trạm Thu phí Cầu Qua Sông Cái Tàu, Cái Tàu - Nguyên Phích - U Minh - Tiêu Dừa, Khánh An, Cà Mau, Việt Nam",ChIJ2SWrf1jNpjER7t5ZSe_JDZA,10380174745723854574
Trạm Thu phí Cầu treo Tân Bằng,9.460895,105.044275,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+treo+T%C3%A2n+B%E1%BA%B1ng/data=!4m7!3m6!1s0x31a12dbb6807c123:0xaa94fcbe512d186b!8m2!3d9.4608946!4d105.0442747!16s%2Fg%2F11vd6p16vb!19sChIJI8EHaLstoTERaxgtUb78lKo?authuser=0&hl=vi&rclk=1,"F26V+9P2 Trạm Thu phí Cầu treo Tân Bằng, Biển Bạch, Cà Mau, Việt Nam",ChIJI8EHaLstoTERaxgtUb78lKo,12291727177336821867
Trạm Thu phí Cầu qua Sông Cái Tàu,9.438099,104.930935,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+qua+S%C3%B4ng+C%C3%A1i+T%C3%A0u/data=!4m7!3m6!1s0x31a6d18065a83f47:0xf270fad38ac182d9!8m2!3d9.4380987!4d104.9309349!16s%2Fg%2F11l20kkl5w!19sChIJRz-oZYDRpjER2YLBitP6cPI?authuser=0&hl=vi&rclk=1,"CWQJ+69 Trạm Thu phí Cầu qua Sông Cái Tàu, Nguyễn Phích, Cà Mau, Việt Nam",ChIJRz-oZYDRpjER2YLBitP6cPI,17469738741043135193
Trạm Thu phí Sân bay Rạch Giá,9.960942,105.133597,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+R%E1%BA%A1ch+Gi%C3%A1/data=!4m7!3m6!1s0x31a0b7004c13cc31:0x9e1e6623075ffae1!8m2!3d9.960942!4d105.1335975!16s%2Fg%2F11m5xwmsy6!19sChIJMcwTTAC3oDER4fpfByNmHp4?authuser=0&hl=vi&rclk=1,"X46M+9CH Trạm Thu phí Sân bay Rạch Giá, Rạch Giá, An Giang, Việt Nam",ChIJMcwTTAC3oDER4fpfByNmHp4,11393656407927552737
Trạm thu phí Cầu Mỹ Luông,10.502437,105.494554,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+C%E1%BA%A7u+M%E1%BB%B9+Lu%C3%B4ng/data=!4m7!3m6!1s0x310a6d004ff1e70d:0x8c51b43721fae983!8m2!3d10.5024368!4d105.4945536!16s%2Fg%2F11xfkb4lrn!19sChIJDefxTwBtCjERg-n6ITe0UYw?authuser=0&hl=vi&rclk=1,"GF2V+XRF Trạm thu phí Cầu Mỹ Luông, Cầu Mỹ Luông - Tấn Mỹ, Long Điền, An Giang, Việt Nam",ChIJDefxTwBtCjERg-n6ITe0UYw,10111060787309767043
