google_name,google_latitude,google_longitude,google_address,google_maps_url,google_place_id,google_cid
Trạm thu phí Quán Hàu,17.39189,106.646929,"AH1, Quảng Ninh, Quảng Trị, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%C3%A1n+H%C3%A0u/data=!4m7!3m6!1s0x3147539981c55555:0xf8546d4d21b7dde!8m2!3d17.3918904!4d106.6469287!16s%2Fg%2F11cs3j_h5z!19sChIJVVXFgZlTRzER3n0b0tRGhQ8?authuser=0&hl=vi&rclk=1,ChIJVVXFgZlTRzER3n0b0tRGhQ8,1118377962343464414
Trạm thu phí Quảng Ngãi,15.109507,108.757688,"4Q55+R34 Trạm Thu phí Quảng Ngãi, Nghĩa Giang, Quảng Ngãi, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BA%A3ng+Ng%C3%A3i/data=!4m7!3m6!1s0x3169ad39bbf78109:0xd1c368a4b7181adb!8m2!3d15.1095073!4d108.7576878!16s%2Fg%2F11h09px2dj!19sChIJCYH3uzmtaTER2xoYt6Row9E?authuser=0&hl=vi&rclk=1,ChIJCYH3uzmtaTER2xoYt6Row9E,15115039831041252059
Trạm thu phí Quốc lộ 17B,20.9647965,106.5191627,"XG79+WM7, ĐT388, Phú Thái, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+17B/data=!4m7!3m6!1s0x313580bd850df097:0x301fe632558d0a1d!8m2!3d20.9647965!4d106.5191627!16s%2Fg%2F11b682ndvk!19sChIJl_ANhb2ANTERHQqNVTLmHzA?authuser=0&hl=vi&rclk=1,ChIJl_ANhb2ANTERHQqNVTLmHzA,0x313580bd850df097:0x301fe632558d0a1d
Trạm thu phí quốc lộ 18 - Đại Yên,20.986069,106.90282,"XWP3+C4G Trạm thu phí quốc lộ 18 - Đại Yên, Tuần Châu, Quảng Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+qu%E1%BB%91c+l%E1%BB%99+18+-+%C4%90%E1%BA%A1i+Y%C3%AAn/data=!4m7!3m6!1s0x314a60050ad29099:0x76c2328f03f5f7f2!8m2!3d20.986069!4d106.9028201!16s%2Fg%2F11c56rdw99!19sChIJmZDSCgVgSjER8vf1A48ywnY?authuser=0&hl=vi&rclk=1,ChIJmZDSCgVgSjER8vf1A48ywnY,8557457831785527282
Trạm thu phí Quốc lộ 279,21.6205522,106.5586596,"JHC5+6FF, ĐCT Bắc Giang - Lạng Sơn, Chi Lăng, Lạng Sơn, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+279/@21.6205522,106.5586596,17z/data=!3m1!4b1!4m6!3m5!1s0x314aa94675f122f7:0x34b7d4deee34ac21!8m2!3d21.6205522!4d106.5586596!16s%2Fg%2F11j8l2s317?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x314aa94675f122f7:0x34b7d4deee34ac21
Trạm thu phí Quốc lộ 37,21.3890365,106.3022951,"98Q2+JW7, Kép, Bắc Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+37/data=!4m7!3m6!1s0x31356921f21dcf31:0x46576420ad7fe478!8m2!3d21.3890365!4d106.3022951!16s%2Fg%2F11ft1v960g!19sChIJMc8d8iFpNTEReOR_rSBkV0Y?authuser=0&hl=vi&rclk=1,ChIJMc8d8iFpNTEReOR_rSBkV0Y,0x31356921f21dcf31:0x46576420ad7fe478
Trạm thu phí Quốc lộ 51,10.765217,106.956554,"QX84+3JM Trạm Thu phí Quốc lộ 51, Long Thành, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Qu%E1%BB%91c+l%E1%BB%99+51/data=!4m7!3m6!1s0x317518d709c08f45:0xd006f326c735ff2f!8m2!3d10.7652167!4d106.9565542!16s%2Fg%2F11g8yfsdks!19sChIJRY_ACdcYdTERL_81xybzBtA?authuser=0&hl=vi&rclk=1,ChIJRY_ACdcYdTERL_81xybzBtA,14989935757625786159
Trạm thu phí Suối Dầu,12.178763,109.058643,"53H5+MHQ Trạm Thu phí Suối Dầu, Suối Dầu, Khánh Hòa, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Su%E1%BB%91i+D%E1%BA%A7u/data=!4m7!3m6!1s0x317059002e72d7cf:0xe3782ade3166f961!8m2!3d12.1787627!4d109.0586434!16s%2Fg%2F11vwyh2tsx!19sChIJz9dyLgBZcDERYflmMd4qeOM?authuser=0&hl=vi&rclk=1,ChIJz9dyLgBZcDERYflmMd4qeOM,16390897977614858593
Trạm thu phí Suối Giữa,11.005237,106.64563,"2J4W+37R Trạm Thu phí Suối Giữa, Đại lộ Bình Dương, Chánh Hiệp, Hồ Chí Minh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Su%E1%BB%91i+Gi%E1%BB%AFa/data=!4m7!3m6!1s0x3174d128d66efa31:0x21f2d3b77828b988!8m2!3d11.0052367!4d106.6456296!16s%2Fg%2F1td67ckn!19sChIJMfpu1ijRdDERiLkoeLfT8iE?authuser=0&hl=vi&rclk=1,ChIJMfpu1ijRdDERiLkoeLfT8iE,2446250332564011400
Trạm thu phí Sân bay Pleiku,14.0072709,108.0048155,"2 vũ đức cường, Thống Nhất, Gia Lai 600000, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Pleiku/data=!4m7!3m6!1s0x316c1fc4ebe6a4a7:0xda540b2d470b5baf!8m2!3d14.0072709!4d108.0048155!16s%2Fg%2F11s23zhmc8!19sChIJp6Tm68QfbDERr1sLRy0LVNo?authuser=0&hl=vi&rclk=1,ChIJp6Tm68QfbDERr1sLRy0LVNo,0x316c1fc4ebe6a4a7:0xda540b2d470b5baf
Trạm thu phí Sông Lũy,11.203574,108.32627,"683G+CGC Trạm Thu phí Sông Lũy, Sông Lũy, Lâm Đồng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%B4ng+L%C5%A9y/data=!4m7!3m6!1s0x3176bc1b51d0a49b:0xbd20886255a9df68!8m2!3d11.2035737!4d108.3262705!16s%2Fg%2F11dzdw2b94!19sChIJm6TQURu8djERaN-pVWKIIL0?authuser=0&hl=vi&rclk=1,ChIJm6TQURu8djERaN-pVWKIIL0,13628042428348489576
Trạm thu phí Sông Phan,10.875323,107.931343,"AH1, Hàm Thuận Nam, Lâm Đồng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%B4ng+Phan/data=!4m7!3m6!1s0x31742c15db7d2153:0xa11541de968563f!8m2!3d10.8753228!4d107.9313434!16s%2Fg%2F11c59txqjd!19sChIJUyF92xUsdDERP1Zo6R1UEQo?authuser=0&hl=vi&rclk=1,ChIJUyF92xUsdDERP1Zo6R1UEQo,725453502430074431
Trạm thu phí Số 1 - Quốc lộ 5,20.949337,106.012557,"W2X7+P2M Trạm Thu phí Số 1 - Quốc lộ 5, QL5, Như Quỳnh, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+1+-+Qu%E1%BB%91c+l%E1%BB%99+5/data=!4m7!3m6!1s0x3135a5611a298687:0x7923b12f71f9f315!8m2!3d20.9493367!4d106.0125573!16s%2Fg%2F11mprbskjr!19sChIJh4YpGmGlNTERFfP5cS-xI3k?authuser=0&hl=vi&rclk=1,ChIJh4YpGmGlNTERFfP5cS-xI3k,8729015320107938581
Trạm thu phí Số 2 - Quốc lộ 5,20.9085704,106.5726339,"QL5 chợ Hỗ, Hồng An, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%E1%BB%91+2+-+Qu%E1%BB%91c+l%E1%BB%99+5/data=!4m7!3m6!1s0x314a78e66e0cd1e1:0x7e47aa60a24902c!8m2!3d20.9085704!4d106.5726339!16s%2Fg%2F1hc4yhvrv!19sChIJ4dEMbuZ4SjERLJAkCqZ65Ac?authuser=0&hl=vi&rclk=1,ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,0x314a78e66e0cd1e1:0x7e47aa60a24902c
Trạm thu phí Tam Kỳ,15.548535,108.518476,"GGX9+C99 Trạm Thu phí Tam Kỳ, QL1A, Tam Xuân, Đà Nẵng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tam+K%E1%BB%B3/data=!4m7!3m6!1s0x3169dca970099499:0x4fe99dcae8a46f55!8m2!3d15.548535!4d108.5184763!16s%2Fg%2F11b67hd57c!19sChIJmZQJcKncaTERVW-k6Mqd6U8?authuser=0&hl=vi&rclk=1,ChIJmZQJcKncaTERVW-k6Mqd6U8,5758307093381934933
Trạm thu phí Tam Nông,21.2433177,105.3260139,"68VG+8CC, Tam Nông, Phú Thọ, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tam+N%C3%B4ng/@21.2433177,105.3260139,17z/data=!3m1!4b1!4m6!3m5!1s0x31348c0816a298f9:0xb237504939c3d56e!8m2!3d21.2433177!4d105.3260139!16s%2Fg%2F11g8pdhrsq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31348c0816a298f9:0xb237504939c3d56e
Trạm thu phí TASCO Quảng Bình,17.890216,106.450909,"VFR2+39M Trạm Thu Phí TASCO Quảng Bình, Phú Trạch, Quảng Trị, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+TASCO+Qu%E1%BA%A3ng+B%C3%ACnh/data=!4m7!3m6!1s0x31389ca4896368dd:0xbb5d35eb986ccd39!8m2!3d17.8902161!4d106.4509095!16s%2Fg%2F11bw6rr5bk!19sChIJ3WhjiaScODEROc1smOs1Xbs?authuser=0&hl=vi&rclk=1,ChIJ3WhjiaScODEROc1smOs1Xbs,13501006543917468985
Trạm thu phí Thanh Lương,11.7228358,106.5832213,"PHFM+47Q, QL13, An Lộc, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thanh+L%C6%B0%C6%A1ng/@11.7228358,106.5832213,17z/data=!3m1!4b1!4m6!3m5!1s0x317352566b1731d1:0x952d7636d99090a2!8m2!3d11.7228358!4d106.5832213!16s%2Fg%2F11hcfs9kl4?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x317352566b1731d1:0x952d7636d99090a2
Trạm thu phí Thuận Phú,11.577385,106.8944299,"ĐT741, Thuận Lợi, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thu%E1%BA%ADn+Ph%C3%BA/@11.577385,106.8944299,17z/data=!3m1!4b1!4m6!3m5!1s0x31735fede04f5499:0xe17d0fd408be040f!8m2!3d11.577385!4d106.8944299!16s%2Fg%2F11dztsbsz7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x31735fede04f5499:0xe17d0fd408be040f
Trạm thu phí Thái Nguyên - Chợ Mới,21.644094,105.785999,"JQVP+J9Q Trạm Thu phí Thái Nguyên - Chợ Mới, Quan Triều, Thái Nguyên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C3%A1i+Nguy%C3%AAn+-+Ch%E1%BB%A3+M%E1%BB%9Bi/data=!4m7!3m6!1s0x3135273f0771d727:0x210d570178faf1cb!8m2!3d21.6440945!4d105.7859992!16s%2Fg%2F11gh9nqsfy!19sChIJJ9dxBz8nNTERy_H6eAFXDSE?authuser=0&hl=vi&rclk=1,ChIJJ9dxBz8nNTERy_H6eAFXDSE,2381655441785156043
Trạm thu phí Thân Cửu Nghĩa,10.4310606,106.3155488,"C8J8+C6F, Đường Cao Tốc TPHCM - Trung Lương, Long Hưng, Đồng Tháp, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Th%C3%A2n+C%E1%BB%ADu+Ngh%C4%A9a/@10.4310606,106.3155488,17z/data=!3m1!4b1!4m6!3m5!1s0x310abb00187a7501:0xb4370397affa4843!8m2!3d10.4310606!4d106.3155488!16s%2Fg%2F11ytk863p5?authuser=0&hl=vi&entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x310abb00187a7501:0xb4370397affa4843
Trạm thu phí Thường Tín,20.868904,105.881732,"VV9J+HM9 Trạm Thu phí Thường Tín, Đ. Trần Trọng Liêu, Hồng Vân, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Th%C6%B0%E1%BB%9Dng+T%C3%ADn/data=!4m7!3m6!1s0x3135b1817dc74dd9:0x9da1105d609dac71!8m2!3d20.8689045!4d105.8817321!16s%2Fg%2F11cr__70bj!19sChIJ2U3HfYGxNTERcaydYF0QoZ0?authuser=0&hl=vi&rclk=1,ChIJ2U3HfYGxNTERcaydYF0QoZ0,11358377728444050545
Trạm thu phí Tiên Cựu,20.776437,106.507622,"QGG5+H2H Trạm Thu phí Tiên Cựu, QL10, Quyết Thắng, Hải Phòng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ti%C3%AAn+C%E1%BB%B1u/data=!4m7!3m6!1s0x31358996beaaaaab:0x6a486293c9c3760b!8m2!3d20.7764367!4d106.5076222!16s%2Fg%2F1tnkzw90!19sChIJq6qqvpaJNTERC3bDyZNiSGo?authuser=0&hl=vi&rclk=1,ChIJq6qqvpaJNTERC3bDyZNiSGo,7658479553228273163
Trạm thu phí Tiên Yên,21.308659,107.476059,"Đông Ngũ, Quảng Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ti%C3%AAn+Y%C3%AAn/data=!4m7!3m6!1s0x314b23dda3f5de9f:0xdd4c320f8170c6ef!8m2!3d21.3086586!4d107.4760592!16s%2Fg%2F11s7kpk60l!19sChIJn971o90jSzER78ZwgQ8yTN0?authuser=0&hl=vi&rclk=1,ChIJn971o90jSzER78ZwgQ8yTN0,15946175422789633775
Trạm thu phí Trảng Bom,10.945377,107.057444,"Trạm thu phí đường tránh Biên Hòa, QL1A, Hưng Thịnh, Đồng Nai 76000, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tr%E1%BA%A3ng+Bom/data=!4m7!3m6!1s0x3174e481b1d33e3b:0xcb649026b77d9c51!8m2!3d10.9453765!4d107.0574443!16s%2Fg%2F11f126nh_4!19sChIJOz7TsYHkdDERUZx9tyaQZMs?authuser=0&hl=vi&rclk=1,ChIJOz7TsYHkdDERUZx9tyaQZMs,14655997583332056145
Trạm thu phí Tân Khai,11.569838,106.617318,"QL13, Tân Khai, Đồng Nai, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%A2n+Khai/data=!4m7!3m6!1s0x3174aa1007de5f09:0xe6c7970884833633!8m2!3d11.569838!4d106.6173185!16s%2Fg%2F11b7vjkjnb!19sChIJCV_eBxCqdDERMzaDhAiXx-Y?authuser=0&hl=vi&rclk=1,ChIJCV_eBxCqdDERMzaDhAiXx-Y,16629426211927569971
Trạm thu phí Tân Lập,11.3881366,106.8255669,"Xã An Bình, H.Phú Giáo, T.Bình Dương, ĐT741, Đồng Phú, Đồng Nai, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+T%C3%A2n+L%E1%BA%ADp,+X%C3%A3+An+B%C3%ACnh,+H.Ph%C3%BA+Gi%C3%A1o,+T.B%C3%ACnh+D%C6%B0%C6%A1ng,+%C4%90T741,+%C4%90%E1%BB%93ng+Ph%C3%BA,+%C4%90%E1%BB%93ng+Nai,+Vi%E1%BB%87t+Nam/@11.3881366,106.8255669,17z/data=!3m1!4b1!4m6!3m5!1s0x3174bcaeea80752f:0x90f2d4af4970423e!8m2!3d11.3881366!4d106.8255669!16s%2Fg%2F12vqky4jf?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3174bcaeea80752f:0x90f2d4af4970423e
Trạm thu phí Túy Loan,15.972891,108.162804,"X5F7+543 Trạm Thu phí Túy Loan, Hòa Tiến, Đà Nẵng, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%BAy+Loan/data=!4m7!3m6!1s0x31421b75e974458b:0xca95bf9a1efd01af!8m2!3d15.9728908!4d108.1628043!16s%2Fg%2F11fy_r1ht7!19sChIJi0V06XUbQjERrwH9Hpq_lco?authuser=0&hl=vi&rclk=1,ChIJi0V06XUbQjERrwH9Hpq_lco,14597784435857097135
Trạm thu phí Tư Nghĩa,15.063359,108.839193,"3R7Q+8M Trạm Thu phí Tư Nghĩa, Tư Nghĩa, Quảng Ngãi, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C6%B0+Ngh%C4%A9a/data=!4m7!3m6!1s0x31685500638749d5:0x6128d340a90eed14!8m2!3d15.0633587!4d108.8391931!16s%2Fg%2F11vx4fnwwm!19sChIJ1UmHYwBVaDERFO0OqUDTKGE?authuser=0&hl=vi&rclk=1,ChIJ1UmHYwBVaDERFO0OqUDTKGE,7001077895415131412
Trạm thu phí Việt Trì (IC7),21.365264,105.380222,"Trạm thu phí IC7 - TP Việt Trì, CT05, Vân Phú, Phú Thọ, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Vi%E1%BB%87t+Tr%C3%AC+%28IC7%29/data=!4m7!3m6!1s0x313493005a15cdd7:0x1e1a2a2280e3b34c!8m2!3d21.3652644!4d105.3802223!16s%2Fg%2F11ldjxrz9p!19sChIJ180VWgCTNDERTLPjgCIqGh4?authuser=0&hl=vi&rclk=1,ChIJ180VWgCTNDERTLPjgCIqGh4,2169092498211976012
Trạm thu phí Văn Quán (IC6),21.355073,105.463963,"9F47+2HG Trạm Thu phí Văn Quán (IC6), Unnamed Road, Sơn Đông, Phú Thọ, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%C4%83n+Qu%C3%A1n+%28IC6%29/data=!4m7!3m6!1s0x3134ed67f3d8d5dd:0x2fbbb14c436d176d!8m2!3d21.3550726!4d105.4639626!16s%2Fg%2F11h1kcs730!19sChIJ3dXY82ftNDERbRdtQ0yxuy8?authuser=0&hl=vi&rclk=1,ChIJ3dXY82ftNDERbRdtQ0yxuy8,3439537681534359405
Trạm thu phí Vĩnh Phú,10.886868,106.6997385,"32 Đại lộ Bình Dương, Khu Phố, Lái Thiêu, Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%C4%A9nh+Ph%C3%BA,+32+%C4%90%E1%BA%A1i+l%E1%BB%99+B%C3%ACnh+D%C6%B0%C6%A1ng,+Khu+Ph%E1%BB%91,+L%C3%A1i+Thi%C3%AAu,+H%E1%BB%93+Ch%C3%AD+Minh,+Vi%E1%BB%87t+Nam/@10.886839,106.6996894,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d7dd570203ff:0x4ea22707fe549840!8m2!3d10.886868!4d106.6997385!16s%2Fg%2F11bvtgt33s?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3174d7dd570203ff:0x4ea22707fe549840
Trạm thu phí Vạn Điểm,20.773832,105.907281,"QWF4+GWJ Trạm Thu phí Vạn Điểm, Phú Xuyên, Hà Nội, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+V%E1%BA%A1n+%C4%90i%E1%BB%83m/data=!4m7!3m6!1s0x3135b75f51b95cdf:0xc94579eb9f4867d8!8m2!3d20.7738315!4d105.9072808!16s%2Fg%2F11t6h80vl9!19sChIJ31y5UV-3NTER2GdIn-t5Rck?authuser=0&hl=vi&rclk=1,ChIJ31y5UV-3NTER2GdIn-t5Rck,14503132227913148376
Trạm thu phí Vực Vòng,20.645327,105.938495,"JWWQ+49Q Trạm thu phí Vực Vòng, Đồng Văn, Ninh Bình, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+V%E1%BB%B1c+V%C3%B2ng/data=!4m7!3m6!1s0x3135c8c4696d9405:0xab4b04822cdab6c!8m2!3d20.6453272!4d105.9384953!16s%2Fg%2F11c1pg6w5b!19sChIJBZRtacTINTERbKvNIkiwtAo?authuser=0&hl=vi&rclk=1,ChIJBZRtacTINTERbKvNIkiwtAo,771435260055235436
Trạm thu phí Xuân Mai - Hòa Bình,20.870306,105.513575,"Trạm thu phí QL 6 Xuân Mai - Hòa Bình, QL6, Lương Sơn, Phú Thọ, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Xu%C3%A2n+Mai+-+H%C3%B2a+B%C3%ACnh/data=!4m7!3m6!1s0x313445381aaa7d43:0x55caab985c2053a8!8m2!3d20.8703058!4d105.5135751!16s%2Fg%2F11vhcc0vy7!19sChIJQ32qGjhFNDERqFMgXJirylU?authuser=0&hl=vi&rclk=1,ChIJQ32qGjhFNDERqFMgXJirylU,6181942109388428200
Trạm thu phí Yên Mỹ,20.850209,106.027549,"V22H+32M Trạm Thu phí Yên Mỹ, Nút Giao Yên Mỹ, Yên Mỹ, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Y%C3%AAn+M%E1%BB%B9/data=!4m7!3m6!1s0x3135bba80cd543cb:0xfdefe4b416aeb45e!8m2!3d20.8502087!4d106.0275494!16s%2Fg%2F11dztry1tj!19sChIJy0PVDKi7NTERXrSuFrTk7_0?authuser=0&hl=vi&rclk=1,ChIJy0PVDKi7NTERXrSuFrTk7_0,18298095273155408990
Trạm thu phí Ô Môn,10.111717,105.648978,"Phước Thới, Cần Thơ, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C3%94+M%C3%B4n/data=!4m7!3m6!1s0x31a084511a24338b:0x8f7ac6a951b07597!8m2!3d10.1117168!4d105.6489778!16s%2Fg%2F11fz038bjp!19sChIJizMkGlGEoDERl3WwUanGeo8?authuser=0&hl=vi&rclk=1,ChIJizMkGlGEoDERl3WwUanGeo8,10338794325104686487
Trạm thu phí Điện Bàn,15.930527,108.228712,"W6JH+6F8 Nhà đất Trạm Thu phí Điện Bàn, AH1, Điện Bàn Bắc, Đà Nẵng, Việt Nam",https://www.google.com/maps/place/Nh%C3%A0+%C4%91%E1%BA%A5t+Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90i%E1%BB%87n+B%C3%A0n/data=!4m7!3m6!1s0x31421aadaa40da2d:0x9b98928bfa69249a!8m2!3d15.9305268!4d108.2287119!16s%2Fg%2F11c2j86x7c!19sChIJLdpAqq0aQjERmiRp-ouSmJs?authuser=0&hl=vi&rclk=1,ChIJLdpAqq0aQjERmiRp-ouSmJs,11211872402238153882
Trạm thu phí ĐT741,11.2218334,106.7252837,"6PCG+P43, ĐT741, Phước Hòa, Hồ Chí Minh, Việt Nam","https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90T741/@11.2218334,106.7252837,17z/data=!3m1!4b1!4m6!3m5!1s0x3174c7ec066570e9:0x71f957b08d6184c7!8m2!3d11.2218334!4d106.7252837!16s%2Fg%2F11vf1p4v9b?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D",,0x3174c7ec066570e9:0x71f957b08d6184c7
Trạm thu phí Đông Hà,16.785018,107.149829,"Q4PX+2W4 Trạm Thu phí Đông Hà, QL1A, Ái Tử, Quảng Trị, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C3%B4ng+H%C3%A0/data=!4m7!3m6!1s0x3140e4fdc035c6b7:0x135f715620cbe283!8m2!3d16.7850177!4d107.1498289!16s%2Fg%2F11c533czsz!19sChIJt8Y1wP3kQDERg-LLIFZxXxM?authuser=0&hl=vi&rclk=1,ChIJt8Y1wP3kQDERg-LLIFZxXxM,1395959024239501955
Trạm thu phí Đông Hưng,20.55882,106.368051,"H959+G6F Trạm Thu phí Đông Hưng, Unnamed, Road, Đông Hưng, Hưng Yên, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%C3%B4ng+H%C6%B0ng/data=!4m7!3m6!1s0x3135f1b207fca00d:0x428ce67d76d2a404!8m2!3d20.5588202!4d106.3680508!16s%2Fg%2F11jn_wbm53!19sChIJDaD8B7LxNTERBKTSdn3mjEI?authuser=0&hl=vi&rclk=1,ChIJDaD8B7LxNTERBKTSdn3mjEI,4795461129781552132
Trạm thu phí Đông Xuân,19.827931,105.69233,"RMHR+5W Trạm thu phí Đông Xuân, Đông Sơn, Thanh Hóa, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%90%C3%B4ng+Xu%C3%A2n/data=!4m7!3m6!1s0x3136f70065a9f7c3:0xd5a53e080fbe1b88!8m2!3d19.8279315!4d105.6923302!16s%2Fg%2F11n9w30y3l!19sChIJw_epZQD3NjERiBu-Dwg-pdU?authuser=0&hl=vi&rclk=1,ChIJw_epZQD3NjERiBu-Dwg-pdU,15394779105580686216
Trạm thu phí đường Hòa Lạc - Hòa Bình,20.965148,105.397958,"Hòa Bình, Việt Nam",https://www.google.com/maps/place/Tra%CC%A3m+thu+phi%CC%81+%C4%91%C6%B0%C6%A1%CC%80ng+H%C3%B2a+La%CC%A3c+-+H%C3%B2a+Bi%CC%80nh/data=!4m7!3m6!1s0x3134670e534e2239:0x2e82b38ed3a7312e!8m2!3d20.9651479!4d105.3979576!16s%2Fg%2F11h01t634c!19sChIJOSJOUw5nNDERLjGn046zgi4?authuser=0&hl=vi&rclk=1,ChIJOSJOUw5nNDERLjGn046zgi4,3351438498734747950
Trạm thu phí Đầm Hà,21.3492254,107.5528941,"Quảng Tân, Quảng Ninh, Việt Nam",https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90%E1%BA%A7m+H%C3%A0/data=!4m7!3m6!1s0x314b3d4c7f5ec381:0xd8fd9d40d531e3c1!8m2!3d21.3492254!4d107.5528941!16s%2Fg%2F11tg529wns!19sChIJgcNef0w9SzERweMx1UCd_dg?authuser=0&hl=vi&rclk=1,ChIJgcNef0w9SzERweMx1UCd_dg,0x314b3d4c7f5ec381:0xd8fd9d40d531e3c1
